previous,pdays,duration,poutcome,month,contact,housing,job,loan,education,marital,y_encoded
0,-1,179,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,56,unknown,aug,cellular,no,technician,no,tertiary,single,0
0,-1,81,unknown,may,cellular,no,admin.,no,tertiary,married,0
2,154,100,failure,nov,cellular,no,admin.,no,secondary,divorced,0
0,-1,427,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,270,unknown,jan,telephone,yes,admin.,yes,secondary,divorced,0
0,-1,384,unknown,aug,cellular,no,technician,no,tertiary,single,0
0,-1,412,unknown,may,unknown,yes,admin.,no,secondary,divorced,0
0,-1,198,unknown,may,unknown,yes,management,no,primary,married,0
0,-1,464,unknown,jun,unknown,no,technician,no,secondary,married,0
0,-1,157,unknown,jul,cellular,yes,admin.,no,secondary,single,0
0,-1,234,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
1,181,363,failure,jul,cellular,no,management,no,tertiary,single,1
0,-1,1476,unknown,nov,telephone,yes,management,no,tertiary,married,0
0,-1,209,unknown,may,unknown,yes,technician,yes,secondary,single,0
0,-1,235,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
5,187,167,other,feb,cellular,no,blue-collar,no,unknown,divorced,0
0,-1,85,unknown,nov,cellular,yes,technician,no,secondary,single,0
0,-1,448,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,345,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,257,unknown,nov,cellular,no,self-employed,no,tertiary,divorced,0
0,-1,156,unknown,jul,cellular,yes,management,no,tertiary,married,0
1,272,133,failure,feb,cellular,yes,blue-collar,no,secondary,married,0
0,-1,390,unknown,may,cellular,yes,admin.,yes,secondary,single,1
0,-1,252,unknown,jun,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,45,unknown,jan,cellular,no,management,no,unknown,single,0
0,-1,230,unknown,aug,cellular,no,technician,yes,secondary,married,0
0,-1,175,unknown,jun,unknown,yes,management,yes,secondary,single,0
8,85,242,failure,nov,cellular,no,student,no,secondary,single,0
0,-1,590,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,223,unknown,oct,telephone,yes,blue-collar,no,unknown,single,0
0,-1,608,unknown,jul,cellular,yes,admin.,no,secondary,married,0
2,194,68,failure,nov,cellular,yes,technician,no,secondary,married,0
1,173,629,failure,may,cellular,yes,entrepreneur,no,secondary,single,1
0,-1,67,unknown,nov,cellular,yes,blue-collar,no,unknown,married,0
0,-1,258,unknown,feb,cellular,no,unemployed,no,primary,divorced,0
0,-1,289,unknown,jul,cellular,yes,technician,no,secondary,married,0
0,-1,300,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,196,unknown,mar,cellular,no,technician,yes,secondary,single,1
0,-1,176,unknown,aug,telephone,no,blue-collar,no,primary,married,0
0,-1,597,unknown,may,cellular,no,student,no,tertiary,single,1
0,-1,218,unknown,apr,cellular,no,management,no,tertiary,single,1
0,-1,65,unknown,jun,unknown,yes,self-employed,yes,primary,married,0
0,-1,93,unknown,aug,cellular,no,retired,yes,secondary,married,0
0,-1,192,unknown,may,unknown,yes,self-employed,no,tertiary,married,0
0,-1,136,unknown,jun,unknown,yes,admin.,yes,secondary,married,0
0,-1,140,unknown,may,unknown,yes,services,no,tertiary,single,0
0,-1,495,unknown,jun,unknown,yes,services,no,secondary,single,0
0,-1,433,unknown,aug,cellular,no,management,no,tertiary,married,0
2,360,7,other,may,cellular,yes,technician,no,secondary,single,0
0,-1,43,unknown,jun,unknown,no,technician,no,unknown,divorced,0
0,-1,428,unknown,jul,cellular,no,admin.,no,secondary,single,0
0,-1,149,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
0,-1,401,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,100,unknown,aug,cellular,yes,technician,no,secondary,married,0
0,-1,121,unknown,aug,cellular,no,management,no,tertiary,married,0
1,173,68,failure,nov,cellular,yes,services,yes,secondary,divorced,0
0,-1,1602,unknown,jul,cellular,yes,unemployed,no,tertiary,single,1
1,133,190,other,apr,cellular,yes,technician,yes,secondary,divorced,0
0,-1,202,unknown,jun,unknown,yes,management,no,tertiary,married,0
0,-1,85,unknown,jul,cellular,yes,admin.,no,secondary,divorced,0
2,150,151,failure,apr,cellular,yes,management,no,tertiary,married,0
3,183,204,success,jun,cellular,no,technician,no,secondary,single,1
3,188,209,success,mar,cellular,no,management,no,tertiary,married,0
0,-1,278,unknown,may,unknown,yes,self-employed,no,secondary,single,0
0,-1,202,unknown,nov,cellular,yes,services,no,secondary,married,0
0,-1,136,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,218,unknown,aug,cellular,no,blue-collar,no,primary,married,0
3,186,128,success,apr,cellular,no,technician,no,tertiary,single,0
0,-1,126,unknown,may,unknown,yes,management,no,tertiary,divorced,0
0,-1,54,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,148,unknown,apr,cellular,yes,management,yes,tertiary,single,0
0,-1,128,unknown,may,unknown,yes,management,no,tertiary,single,0
3,282,49,failure,may,cellular,no,services,no,primary,married,0
0,-1,82,unknown,aug,cellular,yes,services,yes,primary,married,0
0,-1,690,unknown,jun,unknown,no,technician,no,secondary,married,0
0,-1,50,unknown,jul,cellular,no,retired,no,primary,married,0
0,-1,213,unknown,jul,cellular,yes,technician,no,secondary,married,0
0,-1,105,unknown,jul,cellular,no,management,yes,tertiary,married,0
0,-1,196,unknown,may,unknown,yes,admin.,no,secondary,single,0
0,-1,237,unknown,may,cellular,yes,admin.,no,secondary,divorced,0
0,-1,129,unknown,nov,cellular,no,admin.,no,secondary,divorced,0
0,-1,408,unknown,may,cellular,yes,admin.,no,secondary,married,0
0,-1,591,unknown,may,unknown,yes,entrepreneur,yes,tertiary,married,0
1,173,172,other,may,cellular,yes,entrepreneur,no,tertiary,single,0
0,-1,104,unknown,may,telephone,yes,retired,yes,primary,married,0
0,-1,296,unknown,aug,cellular,no,technician,no,tertiary,single,0
0,-1,126,unknown,aug,cellular,yes,management,no,secondary,divorced,0
0,-1,242,unknown,jun,unknown,no,admin.,no,unknown,married,0
0,-1,287,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
8,94,260,success,sep,cellular,no,admin.,no,tertiary,married,1
0,-1,98,unknown,may,unknown,no,management,no,tertiary,single,0
0,-1,384,unknown,aug,cellular,no,management,no,tertiary,single,1
0,-1,349,unknown,may,cellular,yes,management,no,tertiary,single,0
0,-1,179,unknown,jun,unknown,yes,technician,no,secondary,single,0
0,-1,73,unknown,aug,cellular,yes,self-employed,no,secondary,married,0
0,-1,54,unknown,aug,cellular,no,technician,no,secondary,single,0
0,-1,123,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,625,unknown,mar,cellular,no,retired,no,primary,married,0
5,680,21,failure,sep,unknown,no,management,no,tertiary,single,0
0,-1,116,unknown,jul,telephone,no,management,no,tertiary,married,0
0,-1,646,unknown,jul,cellular,no,entrepreneur,no,tertiary,married,0
0,-1,111,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,289,unknown,may,unknown,yes,admin.,no,secondary,divorced,0
0,-1,188,unknown,may,cellular,yes,services,no,secondary,married,0
1,119,249,failure,jan,cellular,no,entrepreneur,no,tertiary,divorced,0
0,-1,16,unknown,aug,cellular,yes,technician,yes,secondary,married,0
2,133,905,failure,nov,cellular,no,self-employed,yes,secondary,married,0
0,-1,104,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,126,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,15,unknown,aug,cellular,no,management,yes,tertiary,single,0
0,-1,303,unknown,jul,cellular,yes,blue-collar,no,unknown,married,0
0,-1,508,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,192,unknown,may,cellular,yes,services,no,secondary,married,0
0,-1,139,unknown,nov,cellular,yes,management,no,tertiary,married,0
0,-1,101,unknown,nov,cellular,no,technician,no,tertiary,married,0
0,-1,481,unknown,jun,unknown,no,blue-collar,no,secondary,married,0
0,-1,44,unknown,may,unknown,no,management,no,tertiary,single,0
0,-1,14,unknown,oct,unknown,no,blue-collar,no,secondary,married,0
6,90,184,success,mar,telephone,no,retired,no,primary,married,0
0,-1,372,unknown,jan,cellular,no,admin.,no,secondary,single,0
0,-1,176,unknown,may,cellular,yes,technician,yes,secondary,divorced,0
0,-1,106,unknown,jul,cellular,no,services,no,secondary,divorced,0
0,-1,131,unknown,jul,cellular,no,retired,no,secondary,married,0
0,-1,74,unknown,aug,cellular,no,retired,no,primary,married,0
2,626,547,failure,apr,cellular,yes,technician,no,secondary,married,1
0,-1,279,unknown,feb,cellular,no,retired,no,tertiary,divorced,1
0,-1,1409,unknown,may,unknown,yes,services,yes,secondary,married,0
0,-1,290,unknown,may,cellular,yes,blue-collar,no,primary,married,0
0,-1,160,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,31,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,396,unknown,may,unknown,yes,technician,no,secondary,single,0
0,-1,151,unknown,apr,cellular,yes,blue-collar,no,primary,married,0
2,263,43,failure,feb,cellular,yes,technician,no,tertiary,single,0
2,196,308,failure,mar,cellular,no,retired,no,secondary,married,1
0,-1,345,unknown,apr,cellular,no,retired,no,primary,married,1
0,-1,38,unknown,jul,telephone,no,blue-collar,no,secondary,married,0
0,-1,161,unknown,jun,cellular,yes,blue-collar,no,secondary,married,0
0,-1,342,unknown,jun,unknown,yes,technician,no,secondary,single,0
0,-1,179,unknown,nov,cellular,no,services,no,secondary,married,1
0,-1,185,unknown,aug,cellular,no,management,no,tertiary,married,1
0,-1,87,unknown,nov,cellular,yes,technician,no,tertiary,married,0
0,-1,74,unknown,nov,cellular,yes,admin.,no,secondary,married,0
0,-1,18,unknown,jun,unknown,yes,self-employed,yes,tertiary,married,0
1,90,68,success,jun,cellular,no,retired,no,tertiary,married,0
0,-1,129,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,140,unknown,may,unknown,yes,technician,yes,secondary,married,0
0,-1,150,unknown,may,cellular,yes,blue-collar,no,secondary,divorced,0
0,-1,357,unknown,apr,cellular,yes,admin.,no,secondary,married,0
1,353,233,failure,may,cellular,no,services,yes,secondary,married,0
0,-1,291,unknown,jul,cellular,yes,blue-collar,yes,secondary,divorced,0
1,104,120,failure,aug,cellular,yes,technician,yes,tertiary,married,0
0,-1,215,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,641,unknown,may,cellular,yes,blue-collar,no,primary,married,0
0,-1,58,unknown,may,unknown,yes,self-employed,no,secondary,divorced,0
0,-1,442,unknown,jun,unknown,yes,admin.,no,tertiary,single,0
2,317,580,failure,apr,cellular,yes,blue-collar,no,primary,married,0
0,-1,256,unknown,jul,cellular,yes,unemployed,no,secondary,divorced,0
0,-1,500,unknown,jun,unknown,no,entrepreneur,no,primary,divorced,0
0,-1,730,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,19,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,419,unknown,jul,cellular,no,admin.,yes,secondary,single,0
0,-1,160,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,128,unknown,jan,cellular,yes,services,yes,unknown,married,0
0,-1,191,unknown,may,unknown,no,management,no,tertiary,married,0
0,-1,93,unknown,may,unknown,yes,admin.,no,secondary,single,0
0,-1,825,unknown,may,unknown,no,technician,no,unknown,married,0
0,-1,709,unknown,apr,cellular,yes,retired,yes,primary,divorced,1
0,-1,80,unknown,jul,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,744,unknown,may,unknown,yes,admin.,no,secondary,married,0
2,82,237,failure,aug,cellular,no,student,no,secondary,single,0
0,-1,250,unknown,feb,cellular,no,blue-collar,yes,secondary,single,0
0,-1,388,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,235,unknown,jun,unknown,yes,admin.,no,secondary,single,0
0,-1,256,unknown,jun,unknown,no,self-employed,no,secondary,married,0
0,-1,244,unknown,nov,cellular,yes,self-employed,no,secondary,divorced,0
0,-1,227,unknown,aug,cellular,no,management,no,tertiary,single,0
4,157,197,failure,nov,cellular,no,services,yes,secondary,single,0
0,-1,164,unknown,may,unknown,yes,technician,no,secondary,single,0
1,295,579,success,may,cellular,yes,management,no,tertiary,married,1
2,181,282,success,mar,telephone,no,retired,no,primary,married,0
0,-1,150,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,175,unknown,apr,cellular,no,management,no,tertiary,single,1
0,-1,927,unknown,may,cellular,yes,admin.,no,secondary,married,0
0,-1,172,unknown,jul,cellular,yes,management,yes,tertiary,divorced,0
2,342,104,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,13,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,255,unknown,jul,cellular,no,housemaid,no,secondary,single,0
0,-1,177,unknown,jun,unknown,yes,blue-collar,no,unknown,married,0
0,-1,185,unknown,jun,unknown,no,blue-collar,no,secondary,married,0
0,-1,205,unknown,may,cellular,no,technician,no,secondary,married,0
0,-1,318,unknown,may,cellular,yes,technician,no,secondary,divorced,0
0,-1,323,unknown,aug,cellular,no,retired,yes,secondary,married,0
0,-1,31,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,997,unknown,nov,cellular,yes,blue-collar,no,primary,married,0
0,-1,253,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,217,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,209,unknown,jul,cellular,yes,services,no,secondary,married,0
2,104,120,failure,feb,cellular,no,management,no,tertiary,single,1
0,-1,157,unknown,apr,cellular,yes,blue-collar,no,secondary,divorced,0
0,-1,1178,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,62,unknown,aug,cellular,no,blue-collar,no,secondary,married,0
0,-1,67,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,924,unknown,jul,cellular,yes,management,no,tertiary,single,0
0,-1,392,unknown,may,unknown,no,blue-collar,no,secondary,single,0
0,-1,32,unknown,jun,unknown,no,services,no,secondary,married,0
0,-1,30,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
2,297,332,other,may,cellular,no,admin.,no,secondary,divorced,0
1,281,144,failure,apr,cellular,no,management,no,tertiary,married,0
0,-1,180,unknown,may,unknown,no,retired,no,primary,single,0
0,-1,318,unknown,jun,cellular,no,retired,no,tertiary,married,0
0,-1,59,unknown,may,cellular,yes,technician,no,tertiary,single,0
0,-1,120,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,25,unknown,jun,unknown,no,services,no,secondary,married,0
0,-1,137,unknown,may,unknown,yes,technician,no,primary,married,0
0,-1,125,unknown,sep,cellular,no,technician,no,secondary,single,0
3,97,89,success,nov,cellular,no,management,yes,tertiary,married,1
1,253,117,failure,feb,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,496,unknown,aug,cellular,no,student,no,secondary,single,1
0,-1,192,unknown,aug,cellular,no,retired,no,primary,divorced,0
0,-1,140,unknown,jun,unknown,yes,management,no,tertiary,single,0
1,217,12,failure,feb,cellular,no,admin.,yes,secondary,divorced,0
0,-1,128,unknown,may,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,108,unknown,aug,cellular,no,retired,yes,secondary,divorced,0
0,-1,189,unknown,jun,unknown,yes,services,yes,secondary,single,0
0,-1,105,unknown,feb,cellular,yes,management,no,tertiary,married,0
0,-1,475,unknown,may,unknown,yes,technician,no,secondary,divorced,0
4,351,264,failure,may,cellular,yes,student,no,secondary,single,0
0,-1,402,unknown,feb,cellular,yes,self-employed,no,tertiary,single,1
0,-1,228,unknown,aug,cellular,no,technician,no,secondary,single,0
3,230,271,failure,apr,cellular,yes,services,no,secondary,married,0
0,-1,509,unknown,jul,cellular,no,blue-collar,no,primary,divorced,1
0,-1,49,unknown,jul,cellular,yes,admin.,no,primary,married,0
4,139,71,success,sep,cellular,no,admin.,no,secondary,married,0
0,-1,48,unknown,nov,cellular,yes,management,no,tertiary,married,0
0,-1,199,unknown,jun,unknown,no,admin.,no,secondary,single,0
0,-1,103,unknown,jun,unknown,no,technician,no,primary,married,0
0,-1,124,unknown,aug,cellular,no,technician,no,secondary,divorced,0
2,104,280,failure,nov,cellular,no,unknown,no,unknown,married,0
2,345,281,failure,may,cellular,yes,management,no,tertiary,married,0
0,-1,135,unknown,oct,telephone,yes,management,yes,secondary,married,1
20,305,405,other,apr,cellular,yes,blue-collar,yes,primary,married,0
0,-1,642,unknown,may,cellular,yes,technician,no,secondary,single,0
0,-1,143,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,55,unknown,jul,cellular,no,management,yes,tertiary,married,0
0,-1,1081,unknown,mar,cellular,no,management,no,tertiary,single,1
0,-1,64,unknown,apr,cellular,no,admin.,no,secondary,single,0
2,196,663,other,may,cellular,no,student,no,secondary,single,1
0,-1,81,unknown,may,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,406,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,192,unknown,may,unknown,yes,technician,no,secondary,divorced,0
0,-1,80,unknown,nov,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,149,unknown,jun,cellular,yes,technician,no,tertiary,married,0
5,41,133,success,may,cellular,yes,housemaid,no,unknown,married,0
0,-1,399,unknown,nov,telephone,no,management,no,tertiary,married,1
0,-1,1279,unknown,may,cellular,yes,services,no,secondary,divorced,1
0,-1,207,unknown,apr,cellular,yes,admin.,no,secondary,married,0
0,-1,108,unknown,jun,unknown,no,retired,yes,primary,married,0
0,-1,26,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,176,unknown,nov,cellular,yes,blue-collar,yes,tertiary,married,0
0,-1,210,unknown,may,unknown,no,retired,no,secondary,married,0
0,-1,254,unknown,nov,cellular,no,retired,no,secondary,married,1
0,-1,119,unknown,jun,unknown,yes,management,no,tertiary,single,0
0,-1,1173,unknown,jul,cellular,yes,management,no,tertiary,single,0
2,169,658,failure,nov,cellular,no,self-employed,no,tertiary,single,0
5,181,178,failure,jul,cellular,no,retired,no,primary,married,0
0,-1,429,unknown,feb,telephone,no,retired,no,primary,married,1
0,-1,509,unknown,jun,unknown,no,blue-collar,no,primary,single,0
0,-1,205,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,69,unknown,feb,cellular,yes,retired,no,secondary,divorced,0
0,-1,256,unknown,jul,cellular,yes,management,no,tertiary,single,0
0,-1,280,unknown,nov,cellular,yes,blue-collar,no,secondary,married,0
0,-1,1212,unknown,jul,cellular,no,blue-collar,no,secondary,married,0
0,-1,631,unknown,mar,cellular,yes,management,no,tertiary,single,1
0,-1,591,unknown,nov,cellular,yes,technician,no,primary,married,0
1,345,90,failure,may,cellular,yes,management,no,tertiary,married,0
0,-1,112,unknown,jun,unknown,no,blue-collar,no,primary,married,0
0,-1,132,unknown,apr,cellular,no,admin.,no,secondary,married,0
0,-1,139,unknown,jan,cellular,no,retired,yes,tertiary,married,0
0,-1,128,unknown,jul,cellular,no,self-employed,yes,secondary,married,0
0,-1,375,unknown,jun,unknown,no,services,no,secondary,divorced,0
0,-1,826,unknown,may,cellular,yes,blue-collar,yes,primary,married,1
0,-1,918,unknown,may,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,166,unknown,jun,unknown,yes,admin.,no,secondary,single,0
1,92,98,success,feb,cellular,no,student,no,tertiary,single,1
0,-1,444,unknown,jul,telephone,no,student,no,secondary,single,1
0,-1,368,unknown,nov,telephone,no,admin.,no,secondary,divorced,0
0,-1,140,unknown,may,unknown,yes,technician,no,tertiary,single,0
0,-1,247,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,113,unknown,apr,cellular,yes,services,no,secondary,married,0
0,-1,73,unknown,oct,cellular,yes,admin.,no,tertiary,single,0
0,-1,98,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,288,unknown,may,unknown,yes,management,no,secondary,married,0
0,-1,151,unknown,jun,unknown,yes,admin.,no,secondary,married,0
0,-1,282,unknown,nov,cellular,yes,student,no,unknown,single,0
0,-1,59,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,347,unknown,may,unknown,yes,technician,no,secondary,single,0
0,-1,182,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,151,unknown,aug,cellular,no,blue-collar,yes,secondary,married,0
0,-1,12,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,96,unknown,mar,cellular,no,retired,no,tertiary,married,1
0,-1,271,unknown,aug,cellular,no,technician,no,tertiary,single,1
0,-1,241,unknown,may,unknown,yes,self-employed,no,tertiary,married,0
0,-1,202,unknown,may,unknown,yes,admin.,no,secondary,single,0
0,-1,104,unknown,aug,cellular,no,technician,no,secondary,single,0
0,-1,202,unknown,jul,telephone,yes,services,yes,secondary,married,0
0,-1,473,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,334,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,123,unknown,may,unknown,yes,technician,yes,secondary,married,0
0,-1,62,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,228,unknown,may,unknown,yes,blue-collar,no,primary,married,0
21,332,304,failure,may,cellular,yes,technician,no,secondary,married,0
0,-1,462,unknown,jun,unknown,no,management,no,tertiary,single,0
2,370,398,failure,may,cellular,yes,technician,yes,tertiary,married,0
0,-1,89,unknown,jul,cellular,no,admin.,no,secondary,married,0
0,-1,51,unknown,aug,cellular,yes,technician,yes,tertiary,divorced,0
0,-1,222,unknown,oct,cellular,yes,admin.,yes,secondary,divorced,1
0,-1,361,unknown,aug,cellular,no,student,no,unknown,single,1
0,-1,52,unknown,nov,cellular,yes,management,no,tertiary,married,0
0,-1,296,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,490,unknown,aug,cellular,no,management,no,tertiary,divorced,1
0,-1,410,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
2,370,112,failure,may,telephone,yes,housemaid,yes,primary,married,0
0,-1,79,unknown,jul,cellular,yes,management,no,tertiary,married,0
0,-1,90,unknown,jul,cellular,no,unemployed,no,primary,married,0
0,-1,110,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,51,unknown,feb,telephone,no,management,no,tertiary,single,0
0,-1,48,unknown,aug,cellular,no,housemaid,no,secondary,divorced,0
0,-1,695,unknown,may,unknown,yes,blue-collar,no,primary,married,1
0,-1,237,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,128,unknown,jul,telephone,no,technician,no,tertiary,married,0
3,186,415,other,aug,cellular,no,management,no,tertiary,married,1
0,-1,1135,unknown,jun,unknown,no,blue-collar,no,secondary,divorced,1
0,-1,136,unknown,jun,unknown,yes,admin.,no,secondary,single,0
0,-1,466,unknown,nov,cellular,no,housemaid,no,tertiary,married,0
0,-1,23,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,109,unknown,aug,cellular,no,retired,no,tertiary,married,0
0,-1,349,unknown,may,unknown,yes,blue-collar,no,primary,divorced,0
0,-1,317,unknown,may,unknown,yes,technician,no,tertiary,married,0
0,-1,46,unknown,may,unknown,yes,admin.,no,secondary,divorced,0
0,-1,177,unknown,jun,unknown,no,admin.,yes,secondary,married,0
0,-1,99,unknown,aug,cellular,no,management,no,secondary,single,0
0,-1,76,unknown,may,unknown,yes,services,no,secondary,single,0
0,-1,92,unknown,jul,cellular,no,admin.,no,secondary,single,0
0,-1,181,unknown,may,telephone,no,unemployed,no,secondary,married,0
0,-1,712,unknown,may,cellular,yes,unemployed,no,secondary,single,0
0,-1,579,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,185,unknown,jul,telephone,no,blue-collar,no,secondary,married,0
4,181,329,failure,aug,cellular,no,management,no,tertiary,married,0
0,-1,283,unknown,may,cellular,yes,blue-collar,no,tertiary,married,0
0,-1,237,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,572,unknown,oct,cellular,no,blue-collar,no,secondary,single,0
0,-1,193,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,81,unknown,jul,cellular,no,management,no,tertiary,married,0
0,-1,306,unknown,jun,unknown,no,housemaid,no,primary,married,0
0,-1,83,unknown,may,unknown,yes,blue-collar,no,primary,single,0
0,-1,1360,unknown,jul,cellular,yes,management,no,tertiary,married,1
0,-1,174,unknown,feb,cellular,no,admin.,no,secondary,married,0
0,-1,1046,unknown,jul,cellular,no,technician,yes,secondary,married,0
0,-1,74,unknown,may,unknown,yes,management,no,tertiary,single,0
2,182,300,success,mar,telephone,yes,admin.,yes,secondary,divorced,1
4,91,144,failure,oct,telephone,yes,services,no,secondary,married,1
0,-1,240,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,255,unknown,nov,cellular,no,technician,no,secondary,married,1
0,-1,23,unknown,jun,telephone,no,unknown,no,unknown,single,0
0,-1,111,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,2692,unknown,jul,telephone,yes,housemaid,no,primary,married,1
0,-1,181,unknown,may,unknown,yes,management,yes,tertiary,divorced,0
0,-1,94,unknown,jul,telephone,no,admin.,yes,primary,married,0
0,-1,73,unknown,may,unknown,no,management,no,secondary,married,0
1,180,192,failure,may,cellular,yes,services,no,secondary,single,0
0,-1,113,unknown,feb,cellular,yes,entrepreneur,yes,tertiary,married,0
0,-1,41,unknown,nov,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,107,unknown,may,cellular,no,student,no,secondary,single,0
0,-1,237,unknown,jun,unknown,yes,services,no,tertiary,single,0
0,-1,24,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,72,unknown,nov,cellular,yes,self-employed,no,primary,married,0
0,-1,326,unknown,jun,cellular,no,management,no,secondary,single,1
0,-1,163,unknown,nov,cellular,yes,entrepreneur,yes,tertiary,divorced,0
0,-1,39,unknown,may,unknown,yes,entrepreneur,no,secondary,married,0
0,-1,158,unknown,jul,unknown,no,admin.,no,tertiary,single,0
0,-1,222,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,453,unknown,apr,cellular,no,management,no,tertiary,single,1
2,55,163,failure,jun,cellular,yes,technician,no,secondary,married,1
0,-1,296,unknown,may,unknown,yes,retired,no,unknown,married,0
3,357,124,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,93,unknown,may,unknown,yes,services,no,primary,divorced,0
0,-1,45,unknown,may,cellular,yes,services,no,secondary,married,0
0,-1,101,unknown,jul,cellular,no,technician,no,tertiary,single,0
0,-1,56,unknown,jul,cellular,no,management,no,tertiary,single,0
0,-1,245,unknown,aug,cellular,no,retired,no,primary,married,0
0,-1,57,unknown,may,unknown,yes,management,no,unknown,married,0
0,-1,192,unknown,jul,cellular,yes,housemaid,no,primary,divorced,0
0,-1,92,unknown,jun,unknown,no,management,no,tertiary,single,0
0,-1,125,unknown,jul,cellular,no,self-employed,yes,tertiary,single,0
0,-1,155,unknown,jun,unknown,no,management,no,tertiary,married,0
0,-1,179,unknown,jun,unknown,no,blue-collar,yes,primary,single,0
0,-1,246,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
0,-1,158,unknown,aug,cellular,yes,management,yes,tertiary,married,0
0,-1,442,unknown,nov,telephone,yes,technician,no,tertiary,single,0
4,104,892,success,feb,telephone,no,retired,no,unknown,married,1
4,370,951,failure,may,cellular,yes,blue-collar,yes,secondary,single,1
0,-1,13,unknown,jul,cellular,no,technician,no,secondary,single,0
3,252,104,failure,may,cellular,yes,technician,yes,secondary,divorced,0
0,-1,103,unknown,jun,unknown,no,management,yes,tertiary,married,0
1,185,134,failure,may,cellular,no,technician,no,secondary,single,0
4,342,868,failure,aug,cellular,no,management,no,secondary,married,1
0,-1,195,unknown,may,cellular,yes,services,yes,secondary,married,0
